,Date,Company,Ticker Symbol,Open,High,Low,Close,Volume
91,2007-08-01,Sony Interactive Entertainment,SONY,5.806080017089844,5.871040115356446,4.9123201751708985,5.351359863281251,139830000
92,2007-09-01,Sony Interactive Entertainment,SONY,5.415200042724609,5.588799743652344,5.100479888916016,5.382720260620117,78629000
93,2007-10-01,Sony Interactive Entertainment,SONY,5.398400192260743,5.743359756469727,4.991839752197266,5.539520111083985,108874500
94,2007-11-01,Sony Interactive Entertainment,SONY,5.622399978637696,6.222720260620118,5.205759735107423,6.04463981628418,101608500
95,2007-12-01,Sony Interactive Entertainment,SONY,6.092800064086915,6.356000213623049,5.892320175170899,6.081599807739258,80701000
96,2008-01-01,Sony Interactive Entertainment,SONY,6.081599807739258,6.405279846191407,5.099359970092774,5.32,166912500
97,2008-02-01,Sony Interactive Entertainment,SONY,5.10384017944336,5.6000000000000005,4.785759735107423,5.287520217895508,136625500
98,2008-03-01,Sony Interactive Entertainment,SONY,5.205759735107423,5.317760162353516,4.469919929504395,4.487839965820313,117068000
99,2008-04-01,Sony Interactive Entertainment,SONY,4.59983985900879,5.195679931640625,4.426239891052246,5.128479995727538,91112500
100,2008-05-01,Sony Interactive Entertainment,SONY,5.154240264892578,5.690719833374023,4.989599914550782,5.643680038452149,86817500
101,2008-06-01,Sony Interactive Entertainment,SONY,5.798240051269532,5.864320068359375,4.828319854736328,4.898880081176758,105801000
102,2008-07-01,Sony Interactive Entertainment,SONY,4.816000213623047,4.888799743652344,4.166400032043457,4.21903995513916,109820000
103,2008-08-01,Sony Interactive Entertainment,SONY,4.233599967956543,4.4967998504638675,4.132800064086914,4.278399925231934,62565500
104,2008-09-01,Sony Interactive Entertainment,SONY,4.2033600234985355,4.31423999786377,3.3275199508666997,3.457439880371094,113258500
105,2008-10-01,Sony Interactive Entertainment,SONY,3.404799957275391,3.4316798782348634,2.1414399337768555,2.6028798675537113,275882000
106,2008-11-01,Sony Interactive Entertainment,SONY,2.617439880371094,2.8559999465942387,2.031680011749268,2.170559959411621,157270500
107,2008-12-01,Sony Interactive Entertainment,SONY,2.1358399391174316,2.4516798782348634,2.026080017089844,2.449440040588379,160793500
108,2009-01-01,Sony Interactive Entertainment,SONY,2.4416000747680666,2.723839912414551,2.107839965820313,2.1526400566101076,217191500
109,2009-02-01,Sony Interactive Entertainment,SONY,2.1526400566101076,2.36768009185791,1.7516800117492677,1.8547200202941896,193267000
110,2009-03-01,Sony Interactive Entertainment,SONY,1.8883199882507327,2.5726399230957036,1.816639976501465,2.3105599594116213,247567000
111,2009-04-01,Sony Interactive Entertainment,SONY,2.4080001068115235,3.0172800064086918,2.3822401046752932,2.8963199615478517,191758500
112,2009-05-01,Sony Interactive Entertainment,SONY,2.9131200790405276,3.146080017089844,2.830239944458008,2.9377598953247075,135766000
113,2009-06-01,Sony Interactive Entertainment,SONY,3.015039901733399,3.160640029907227,2.821280059814453,2.8963199615478517,101348500
114,2009-07-01,Sony Interactive Entertainment,SONY,2.908639869689942,3.159520111083985,2.6431998825073246,3.131520004272461,122579500
115,2009-08-01,Sony Interactive Entertainment,SONY,3.164000053405762,3.248000106811524,2.918719940185547,2.9948800277709964,91201000
116,2009-09-01,Sony Interactive Entertainment,SONY,2.9792000961303713,3.3768001174926763,2.9097600555419927,3.2704000854492192,98382000
117,2009-10-01,Sony Interactive Entertainment,SONY,3.2143998718261724,3.4518400192260748,2.9825601196289067,3.2916798782348637,134397000
118,2009-11-01,Sony Interactive Entertainment,SONY,3.248000106811524,3.3051199722290048,2.9400000000000004,2.989279899597168,87388000
119,2009-12-01,Sony Interactive Entertainment,SONY,3.0352000427246097,3.3129599380493167,2.9971201324462897,3.248000106811524,70454500
120,2010-01-01,Sony Interactive Entertainment,SONY,3.306239891052247,3.9188800811767583,3.304000053405762,3.721759948730469,100627000
121,2010-02-01,Sony Interactive Entertainment,SONY,3.808000106811524,3.986080017089844,3.6892798995971683,3.8203200149536136,91892500
122,2010-03-01,Sony Interactive Entertainment,SONY,3.8528000640869142,4.5304000854492195,3.8528000640869142,4.291840019226075,105229500
123,2010-04-01,Sony Interactive Entertainment,SONY,4.310879974365235,4.331040115356446,3.825919876098633,3.8326399230957033,92513500
124,2010-05-01,Sony Interactive Entertainment,SONY,3.840479888916016,3.8864000320434573,3.3431998825073244,3.4473600769042974,154926000
125,2010-06-01,Sony Interactive Entertainment,SONY,3.4126399230957034,3.4664000320434574,2.9769599914550784,2.988159980773926,159927000
126,2010-07-01,Sony Interactive Entertainment,SONY,2.936639976501465,3.5940801239013673,2.8952000427246096,3.496639976501465,148453000
127,2010-08-01,Sony Interactive Entertainment,SONY,3.578399925231934,3.605280113220215,3.1203200149536134,3.1348800277709965,93993500
128,2010-09-01,Sony Interactive Entertainment,SONY,3.17520004272461,3.5425601196289067,3.1740801239013674,3.463040008544922,83169500
129,2010-10-01,Sony Interactive Entertainment,SONY,3.4495999145507814,3.83712013244629,3.3857600021362306,3.790080070495606,95029000
130,2010-11-01,Sony Interactive Entertainment,SONY,3.6881599807739263,3.993919982910157,3.6254399871826175,3.9737601089477543,96123500
131,2010-12-01,Sony Interactive Entertainment,SONY,4.055520057678223,4.130559959411621,3.9278399658203127,3.9995201110839846,68721000
132,2011-01-01,Sony Interactive Entertainment,SONY,4.051040115356446,4.086879920959473,3.8147198867797854,3.846080017089844,77527500
133,2011-02-01,Sony Interactive Entertainment,SONY,3.876319961547852,4.140640029907227,3.8628798675537115,4.126080017089844,81765000
134,2011-03-01,Sony Interactive Entertainment,SONY,4.112639923095704,4.122719993591309,3.2423999786376956,3.564960098266602,154794500
135,2011-04-01,Sony Interactive Entertainment,SONY,3.5638399124145512,3.5940801239013673,3.1192000961303714,3.170720100402833,124721000
136,2011-05-01,Sony Interactive Entertainment,SONY,3.21327995300293,3.2592000961303715,2.900799903869629,2.9948800277709964,116461000
137,2011-06-01,Sony Interactive Entertainment,SONY,3.008320121765137,3.008320121765137,2.711520004272461,2.955679931640626,112094500
138,2011-07-01,Sony Interactive Entertainment,SONY,2.9590399551391604,3.059840126037598,2.792160034179688,2.811199989318848,84012000
139,2011-08-01,Sony Interactive Entertainment,SONY,2.8369599914550783,2.862719993591309,2.2556799316406257,2.4583999252319337,193089500
140,2011-09-01,Sony Interactive Entertainment,SONY,2.4718400192260743,2.4886398696899414,2.0596799850463867,2.1279999732971193,111017000
141,2011-10-01,Sony Interactive Entertainment,SONY,2.1067200469970704,2.518880081176758,2.027199935913086,2.3486398696899418,137224000
142,2011-11-01,Sony Interactive Entertainment,SONY,2.217600021362305,2.251199989318848,1.809920063018799,2.0215999412536623,158658000
143,2011-12-01,Sony Interactive Entertainment,SONY,2.0137599754333495,2.0843199348449706,1.8670400619506837,2.02048002243042,127412000
144,2012-01-01,Sony Interactive Entertainment,SONY,2.0473599433898926,2.1,1.8759999465942385,2.0406400299072267,103613000
145,2012-02-01,Sony Interactive Entertainment,SONY,2.0227199935913087,2.5031998825073245,1.8871999359130862,2.395679931640626,174807500
146,2012-03-01,Sony Interactive Entertainment,SONY,2.4068799209594727,2.4695999145507814,2.2411199188232422,2.326239891052247,150135000
147,2012-04-01,Sony Interactive Entertainment,SONY,2.302719993591309,2.3329599380493167,1.8043199348449708,1.8155200576782229,203153500
148,2012-05-01,Sony Interactive Entertainment,SONY,1.7752000427246095,1.7998399925231938,1.4526400566101074,1.4828800010681153,222909500
149,2012-06-01,Sony Interactive Entertainment,SONY,1.4279999732971194,1.6206400299072268,1.4145600128173832,1.5948800277709962,172838500
150,2012-07-01,Sony Interactive Entertainment,SONY,1.588159980773926,1.6027199935913088,1.2555200576782228,1.3608000373840334,146201500
151,2012-08-01,Sony Interactive Entertainment,SONY,1.3563199615478516,1.3888000106811524,1.2219199562072756,1.2667200469970705,201915000
152,2012-09-01,Sony Interactive Entertainment,SONY,1.268960018157959,1.5232000160217285,1.2342399978637697,1.3103999519348146,229975000
153,2012-10-01,Sony Interactive Entertainment,SONY,1.3283199882507326,1.3888000106811524,1.2655999946594239,1.3148800277709962,152085000
154,2012-11-01,Sony Interactive Entertainment,SONY,1.3092800331115726,1.3406400299072267,1.074079990386963,1.0908799743652344,297971500
155,2012-12-01,Sony Interactive Entertainment,SONY,1.0886400032043457,1.2655999946594239,1.0718400192260744,1.2544000053405764,220829500
156,2013-01-01,Sony Interactive Entertainment,SONY,1.2835200309753418,1.7348800277709964,1.1860800170898438,1.6732799530029299,545767000
157,2013-02-01,Sony Interactive Entertainment,SONY,1.6475199508666993,1.7841600608825685,1.54,1.6329599380493167,352818000
158,2013-03-01,Sony Interactive Entertainment,SONY,1.6777600288391115,2.0227199935913087,1.6632000160217284,1.9488000106811525,388887000
159,2013-04-01,Sony Interactive Entertainment,SONY,1.889440040588379,1.9611200523376466,1.8020799636840823,1.8401600074768067,300824500
160,2013-05-01,Sony Interactive Entertainment,SONY,1.8222399711608888,2.6185600662231447,1.8144000053405764,2.256800117492676,835493500
161,2013-06-01,Sony Interactive Entertainment,SONY,2.172800064086914,2.4192000961303712,2.082079963684082,2.37327995300293,462789000
162,2013-07-01,Sony Interactive Entertainment,SONY,2.4080001068115235,2.587199935913086,2.320640029907227,2.356480102539063,229941500
163,2013-08-01,Sony Interactive Entertainment,SONY,2.4561600875854492,2.491999893188477,2.1873599433898927,2.235520057678223,247200500
164,2013-09-01,Sony Interactive Entertainment,SONY,2.284799957275391,2.4572800064086917,2.2803200149536136,2.410239944458008,219267000
165,2013-10-01,Sony Interactive Entertainment,SONY,2.394560012817383,2.4080001068115235,1.8659200096130373,1.932000026702881,305071500
166,2013-11-01,Sony Interactive Entertainment,SONY,1.905119972229004,2.1459200096130373,1.850239944458008,2.049600048065186,375809500
167,2013-12-01,Sony Interactive Entertainment,SONY,2.0708799743652344,2.1,1.9073599433898927,1.9364799690246584,196562000
168,2014-01-01,Sony Interactive Entertainment,SONY,1.94096004486084,2.0518400192260744,1.7415999412536622,1.764000053405762,346593500
169,2014-02-01,Sony Interactive Entertainment,SONY,1.747199935913086,1.977920036315918,1.7057600021362307,1.965599994659424,301831500
170,2014-03-01,Sony Interactive Entertainment,SONY,1.9264000320434571,2.155999946594238,1.895040035247803,2.1414399337768555,244896000
171,2014-04-01,Sony Interactive Entertainment,SONY,2.175040035247803,2.1795199775695804,1.9555200576782228,1.9756800651550295,155506000
172,2014-05-01,Sony Interactive Entertainment,SONY,1.8871999359130862,1.9857600021362307,1.7841600608825685,1.8121600341796875,267099000
173,2014-06-01,Sony Interactive Entertainment,SONY,1.8267200469970706,1.905119972229004,1.7875199508666995,1.8782400512695314,254587000
174,2014-07-01,Sony Interactive Entertainment,SONY,1.8883199882507327,2.1403200149536135,1.8401600074768067,2.0641600608825685,262470500
175,2014-08-01,Sony Interactive Entertainment,SONY,2.023840045928955,2.148159980773926,1.9219199562072755,2.1403200149536135,225112000
176,2014-09-01,Sony Interactive Entertainment,SONY,2.1638400459289553,2.279200096130371,1.9286400032043458,2.02048002243042,382225500
177,2014-10-01,Sony Interactive Entertainment,SONY,2.0036800384521487,2.2288000106811525,1.8558399391174318,2.2198399925231938,304192500
178,2014-11-01,Sony Interactive Entertainment,SONY,2.199679985046387,2.4695999145507814,2.1862400245666507,2.462879867553711,275644500
179,2014-12-01,Sony Interactive Entertainment,SONY,2.491999893188477,2.499840126037598,2.2075199508666996,2.2926399230957033,242166000
180,2015-01-01,Sony Interactive Entertainment,SONY,2.2926399230957033,2.677920036315918,2.256800117492676,2.6084799957275395,231809500
181,2015-02-01,Sony Interactive Entertainment,SONY,2.571520004272461,3.2088000106811525,2.5659198760986333,3.1718400192260745,240468500
182,2015-03-01,Sony Interactive Entertainment,SONY,3.130400085449219,3.1695999145507816,2.8761600875854496,2.9993599700927738,159991000
183,2015-04-01,Sony Interactive Entertainment,SONY,3.075520057678223,3.651199989318848,3.024000053405762,3.3857600021362306,231528000
184,2015-05-01,Sony Interactive Entertainment,SONY,3.3947198867797854,3.690400085449219,3.33423999786377,3.463040008544922,147745500
185,2015-06-01,Sony Interactive Entertainment,SONY,3.4563199615478517,3.550400085449219,3.1718400192260745,3.179679985046387,122887500
186,2015-07-01,Sony Interactive Entertainment,SONY,3.1886398696899416,3.3588800811767583,2.9982400512695317,3.17520004272461,207928500
187,2015-08-01,Sony Interactive Entertainment,SONY,3.1259198760986333,3.133760108947754,2.409120025634766,2.8873600769042973,128470000
188,2015-09-01,Sony Interactive Entertainment,SONY,2.814560012817383,3.008320121765137,2.6051199722290046,2.744000053405762,155974500
189,2015-10-01,Sony Interactive Entertainment,SONY,2.777600021362305,3.2569599914550786,2.747360076904297,3.1807999038696293,120784500
190,2015-11-01,Sony Interactive Entertainment,SONY,3.196480102539063,3.2569599914550786,2.8929599380493167,2.903040008544922,69499500
191,2015-12-01,Sony Interactive Entertainment,SONY,2.934399871826172,2.95231990814209,2.6846400833129884,2.756319961547852,128819000
192,2016-01-01,Sony Interactive Entertainment,SONY,2.738399925231934,2.880640029907227,2.2288000106811525,2.674560012817383,227809000
193,2016-02-01,Sony Interactive Entertainment,SONY,2.6028798675537113,2.6129599380493165,2.25231990814209,2.3654399871826173,135604500
194,2016-03-01,Sony Interactive Entertainment,SONY,2.3844799423217777,2.9668799209594727,2.378880081176758,2.880640029907227,160414500
195,2016-04-01,Sony Interactive Entertainment,SONY,2.77423999786377,3.1550399017333985,2.6823999786376955,2.6992000961303715,198867500
196,2016-05-01,Sony Interactive Entertainment,SONY,2.794399871826172,3.148320121765137,2.6454399871826175,3.1203200149536134,178482500
197,2016-06-01,Sony Interactive Entertainment,SONY,3.1203200149536134,3.298399925231934,3.006080017089844,3.2871999359130863,127226500
198,2016-07-01,Sony Interactive Entertainment,SONY,3.267040061950684,3.751999893188477,3.2513601303100588,3.74192008972168,136312500
199,2016-08-01,Sony Interactive Entertainment,SONY,3.6959999465942386,3.7743998718261724,3.584000053405762,3.60192008972168,103435500
200,2016-09-01,Sony Interactive Entertainment,SONY,3.584000053405762,3.827040061950684,3.550400085449219,3.719520111083985,100224000
201,2016-10-01,Sony Interactive Entertainment,SONY,3.6926399230957037,3.7710401153564455,3.4854399871826174,3.5089598846435552,89743000
202,2016-11-01,Sony Interactive Entertainment,SONY,3.5369599914550784,3.564960098266602,3.255840072631836,3.255840072631836,113825500
203,2016-12-01,Sony Interactive Entertainment,SONY,3.191999893188477,3.3297600555419926,3.104640083312989,3.139359970092774,82928000
204,2017-01-01,Sony Interactive Entertainment,SONY,3.147199935913086,3.494399871826172,3.140479888916016,3.390239944458008,93622500
205,2017-02-01,Sony Interactive Entertainment,SONY,3.3812800598144532,3.6086398696899415,3.3678399658203126,3.4675199508666994,72777000
206,2017-03-01,Sony Interactive Entertainment,SONY,3.5011199188232425,3.7833600234985356,3.440640029907227,3.7777598953247074,74318000
207,2017-04-01,Sony Interactive Entertainment,SONY,3.6926399230957037,3.8740801239013676,3.5078399658203128,3.866239891052247,80556000
208,2017-05-01,Sony Interactive Entertainment,SONY,3.879679985046387,4.123839912414551,3.851679878234864,4.101439933776856,114056500
209,2017-06-01,Sony Interactive Entertainment,SONY,4.075679931640625,4.361280059814454,4.067839965820313,4.2772800064086915,106373000
210,2017-07-01,Sony Interactive Entertainment,SONY,4.292959938049317,4.664799957275391,4.179840126037598,4.59983985900879,79334500
211,2017-08-01,Sony Interactive Entertainment,SONY,4.646880187988281,4.662560119628907,4.270559959411622,4.438560066223145,76805500
212,2017-09-01,Sony Interactive Entertainment,SONY,4.46096004486084,4.534879760742188,4.074560012817384,4.182079963684082,73624500
213,2017-10-01,Sony Interactive Entertainment,SONY,4.176480102539063,5.068000106811524,4.0600000000000005,4.86192008972168,105941000
214,2017-11-01,Sony Interactive Entertainment,SONY,4.87983985900879,5.412960205078125,4.8529602050781255,5.2415998077392585,107150500
215,2017-12-01,Sony Interactive Entertainment,SONY,5.136319961547852,5.190079803466797,4.969439773559571,5.034399871826173,76390500
216,2018-01-01,Sony Interactive Entertainment,SONY,5.089280166625978,5.817279739379884,5.066880187988282,5.369280166625978,118143000
217,2018-02-01,Sony Interactive Entertainment,SONY,5.440959777832032,6.03791976928711,5.076959991455079,5.651520004272462,143769000
218,2018-03-01,Sony Interactive Entertainment,SONY,5.577600021362305,5.778079910278322,5.3256001281738286,5.414080123901367,129379000
219,2018-04-01,Sony Interactive Entertainment,SONY,5.4230400085449215,5.668319854736328,4.987360076904297,5.132960205078126,146523500
